url,Company Name,Description,Address,city,State,Phone,Website,LBN Legal business name,Authorized official,Enumeration date,Last updated,OrganizationOrSole,Type
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1629134051.aspx,Ventura County Non-emergency Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4221 E Main St Suite C Ventura, Ca 93003-8285",Ventura,CA,805-650-1070,-,Ventura County Non-emergency Medical Transportation,Andrew Shagal - (administrator),12/29/06,12/29/06,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1275822603.aspx,"Ventura Transit System,inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","83 Dawson Dr Camarillo, Ca 93012-8001",Camarillo,CA,805-603-9296,-,"Ventura Transit System,inc.",Masood Babaeian - (ceo),4/6/11,4/6/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1689963654.aspx,"Ventura Transit System,inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","554 South Dawson Dr Camarillo, Ca 93012-8001",Camarillo,CA,805-603-9296,-,"Ventura Transit System,inc.",Masood Babaeian - (ceo),3/30/11,3/30/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1669853321.aspx,Venture Medical Transportation Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","40485 Murrieta Hot Springs Rd St B4 - 325 Murrieta, Ca 92563-6436",Murrieta,CA,760-855-9729,-,Venture Medical Transportation Llc,Lyndon Reyes - (owner),6/17/15,6/17/15,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1285982959.aspx,"Veterans Health Administration

						Lbn  U.s. Department Of Veterans Affairs","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5901 E 7th St Bldg 128 Rm K133a Mail Code 116a Long Beach, Ca 90822-5201",Beach,CA,562-826-8000,-,U.s. Department Of Veterans Affairs,Kevin Crey - (program Specialist/),8/28/12,8/28/12,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1083089098.aspx,"Veterans Rideshare, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9624 Artesia Blvd Bellflower, Ca 90706-6636",Bellflower,CA,855-801-6659,-,"Veterans Rideshare, Inc.",Derwin Holt - (secretary),12/2/15,12/2/15,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1972040533.aspx,"Veterans Rideshare, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9624 Artesia Blvd Bellflower, Ca 90706-6636",Bellflower,CA,855-801-6659,-,"Veterans Rideshare, Inc.",Dawn Fatheree - (administrator),1/20/17,1/20/17,Org,Nemt
https://npidb.org/organizations/transportation_services/transportation-broker_347e00000x/1386169498.aspx,Veterans Rideshare Transportation - Florida,"A public or private organization or business contracted to arrange non-emergency medical transportation services, including appropriate ancillary services, e.g., lodging.","23612 Atex Ct Ramona, Ca 92065",Ramona,CA,951-244-9413,-,Veterans Rideshare Transportation - Florida,Scott West - (director),8/9/17,8/9/17,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1093083131.aspx,Via Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1001 Bayhill Dr Fl 2 San Bruno, Ca 94066-3061",Bruno,CA,650-921-6921,-,Via Medical Transportation,Blaine Quiambao - (director Of Operation),12/4/11,12/4/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1023415882.aspx,"Victoria Transportation

						Lbn  Way'ztown Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1326 E California Ave Bakersfield, Ca 93307",Bakersfield,CA,661-493-0652,-,Way'ztown Inc,Bryantee Milligan - (ceo),11/21/14,11/21/14,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1922212950.aspx,Victorville Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","15159 Palmdale Rd Victorville, Ca 92392-2547",Victorville,CA,760-951-1900,-,Victorville Medical Transportation,Erna Hambardzumyan - (president),5/9/07,5/9/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1376759993.aspx,Victory Med-trans,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","19726 Chicory Ct Apple Valley, Ca 92308-3629",Valley,CA,760-265-5545,-,Victory Med-trans,Akele Feseha - (partner),5/14/07,5/14/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1982920807.aspx,Victory Med-trans Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","15000 7th St, Suite # F 212 Victorville, Ca 92395-3854",St,CA,760-265-5545,-,Victory Med-trans Inc.,Kirubel Mamo - (manager),4/16/10,4/16/10,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1225280324.aspx,Victory Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1710 Grant St Santa Clara, Ca 95050-3940",Clara,CA,408-529-3947,-,Victory Transportation,Cecilio Aquino - (owner),10/21/08,10/21/08,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1720582042.aspx,Vida Non-emergency Transportation Services Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1180 W Olive Ave Ste K-1 Merced, Ca 95348-1900",Merced,CA,209-769-2982,-,Vida Non-emergency Transportation Services Inc.,Eliseo Prado-lupian - (ceo (owner)),3/21/18,3/21/18,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1306223474.aspx,"Vida Transit

						Lbn  Care Transit Connect Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","320 Pine Ave Ste 403 Long Beach, Ca 90802-2370",Beach,CA,562-590-8432,-,Care Transit Connect Inc.,Joanne Castillo - (ceo),4/28/15,4/28/15,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1245424589.aspx,"Viking Transport, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","955 E 4th Ave San Mateo, Ca 94401-3318",Mateo,CA,415-730-2266,-,"Viking Transport, Inc.",Lev Kremer - (president),8/29/07,8/29/07,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1649704859.aspx,"Melvin Villeda, B.s – Npi #1649704859non-emergency Medical Transport (Van)","Profile for MELVIN VILLEDA in COSTA MESA, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2428 Newport Blvd 8bb Costa Mesa, Ca 92627-5171",Mesa,CA,714-353-5906,-,-,"s-Melvin Villeda, B.s – Npi #1649704859non-emergency Medical Transport (Van)-Active",4/13/17,4/13/17,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1366983876.aspx,Isabel Villegasnon-emergency Medical Transport (Van),"Profile for ISABEL VILLEGAS in LYNWOOD, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3143 Los Flores Blvd Lynwood, Ca 90262-2401",Lynwood,CA,310-817-3649,-,-,s-Isabel Villegasnon-emergency Medical Transport (Van)-Active,3/16/17,3/16/17,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1144357567.aspx,"Vince' Transportation, Llc

						Lbn  Vince' Transportation,llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","260 Franciscan Ave. Stockton, Ca 95210",Stockton,CA,209-473-0803,-,"Vince' Transportation,llc",Acquanetta Mclemore - (sole Member),2/27/07,2/27/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1447267562.aspx,"Vip Express Transport, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4621 Foothill Blvd Oakland, Ca 94601-4635",Oakland,CA,510-569-6255,-,"Vip Express Transport, Inc.",Mishun Abrams - (president),8/2/06,8/2/06,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1922553916.aspx,"Vip Express Transportation, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","27775 Avenida Quintana Cathedral City, Ca 92234-8416",City,CA,760-322-2224,-,"Vip Express Transportation, Inc.",James Braico - (ceo),8/18/16,8/18/16,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1689082828.aspx,Vip Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","44925 Jackson St Indio, Ca 92201-3246",Indio,CA,760-578-7192,-,Vip Medical Transportation,Jose Padilla - (ceo),7/31/14,7/31/14,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1588276539.aspx,Vip Non Emergency Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7549 Tollhouse Rd Clovis, Ca 93619-9784",Clovis,CA,559-760-9298,-,Vip Non Emergency Medical Transportation,Courtney Lacefield - (president),8/20/20,8/20/20,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1124322532.aspx,Vital Transport Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2560 Catamaran Way Suite 11 Chula Vista, Ca 91914-4533",Vista,CA,619-259-2442,-,Vital Transport Llc,Lisvette Orellana - (president),12/28/10,12/28/10,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1447536313.aspx,Vitalcare Transportation Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5130 Fulton Drive Suite G Fairfield, Ca 94534",Fairfield,CA,707-980-4899,-,Vitalcare Transportation Llc,Arthur Denio - (president),10/24/11,10/24/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1285292813.aspx,"Vitaline Trans, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","20 Harold Ave # C2 Santa Clara, Ca 95050-2067",Clara,CA,650-861-2757,-,"Vitaline Trans, Inc.",Artur Mkhitarian - (owner),5/29/19,5/29/19,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1326104621.aspx,"Vitasmedtrans,inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4516 Sevenoaks Ct Westlake Village, Ca 91361-4311",Village,CA,818-761-9784,-,"Vitasmedtrans,inc",Vilory Mezheritsky - (president),12/29/06,12/29/06,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1972990919.aspx,Vma Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","84500 Corte Gillan Coachella, Ca 92236-3491",Coachella,CA,760-423-2872,-,Vma Medical Transportation,Eduardo Diaz - (director),4/16/15,4/16/15,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1891231452.aspx,V&t Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","372 Arden Ave Ste 105 Glendale, Ca 91203",Glendale,CA,323-741-8400,-,V&t Medical Transportation,Tereza Palian - (ceo),1/6/17,1/6/17,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1467781260.aspx,Angey Wahbanon-emergency Medical Transport (Van),"Profile for ANGEY WAHBA in SAN DIEGO, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9528 Miramar Road #46 San Diego, Ca 92126-4533",Diego,CA,858-564-9069,-,-,s-Angey Wahbanon-emergency Medical Transport (Van)-Active,12/8/09,12/8/09,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1689290470.aspx,Junior Wakefieldnon-emergency Medical Transport (Van),"Profile for JUNIOR WAKEFIELD in SAN DIEGO, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4329 Central Ave Apt 2 San Diego, Ca 92105-1158",Diego,CA,619-635-8011,-,-,s-Junior Wakefieldnon-emergency Medical Transport (Van)-Active,6/17/20,6/17/20,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1235583089.aspx,Walloo Enterprises,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9164 Stewart And Gray Rd Apt G Downey, Ca 90241-5479",Downey,CA,323-403-3461,-,Walloo Enterprises,Ernesto Haro - (general Manager),4/18/16,4/18/16,Org,Nemt
https://npidb.org/doctors/transportation_services/transportation-broker_347e00000x/1669612396.aspx,Dekoda D Ware Srtransportation Broker,"Profile for DEKODA D WARE SR in GARDENA, CA.
					A public or private organization or business contracted to arrange non-emergency medical transportation services, including appropriate ancillary services, e.g., lodging.","16921 S Western Ave Ste 203 Gardena, Ca 90247-5250",Gardena,CA,310-523-3225,-,-,s-Dekoda D Ware Srtransportation Broker-Active,2/20/09,2/20/09,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1861731838.aspx,Robyn Warmsleynon-emergency Medical Transport (Van),"Profile for ROBYN WARMSLEY in MORENO VALLEY, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","24730 Bamboo Ct Moreno Valley, Ca 92553",Valley,CA,310-864-1764,-,-,s-Robyn Warmsleynon-emergency Medical Transport (Van)-Active,2/11/13,2/11/13,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1467940205.aspx,Laronda D Warnernon-emergency Medical Transport (Van),"Profile for LARONDA D WARNER in SACRAMENTO, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1337 Howe Ave Ste 215 Sacramento, Ca 95825-3361",Sacramento,CA,916-604-1934,-,-,s-Laronda D Warnernon-emergency Medical Transport (Van)-Active,4/26/18,4/26/18,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1831692284.aspx,Khankneeshaw A Watsonnon-emergency Medical Transport (Van),"Profile for KHANKNEESHAW A WATSON in LOS ANGELES, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3501 S La Brea Ave Apt 103 Los Angeles, Ca 90016-5247",Angeles,CA,323-445-5756,-,-,s-Khankneeshaw A Watsonnon-emergency Medical Transport (Van)-Active,3/13/18,3/13/18,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1790948461.aspx,We Care Medical Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9622 Stonybrook Dr Anaheim, Ca 92804-4231",Anaheim,CA,714-240-6931,-,We Care Medical Transport,Ahmed Saad - (owner),7/3/08,7/3/08,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1083926380.aspx,"We Care Mobility

						Lbn  Aaa Transport, Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3147 Jefferson St Apt 6 Carlsbad, Ca 92008-2406",Carlsbad,CA,760-801-5297,-,"Aaa Transport, Inc",George Drapeau - (preident),7/2/10,7/2/10,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1619350618.aspx,We Care Transit,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8432 Rovana Cir Ste 200 Sacramento, Ca 95828-2545",Sacramento,CA,916-388-8388,-,We Care Transit,Lisa Van - (share Holder),7/8/15,7/8/15,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1588078455.aspx,Jaffray Weenon-emergency Medical Transport (Van),"Profile for JAFFRAY WEE in LONG BEACH, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3717 Country Club Dr Unit 8 Long Beach, Ca 90807-3137",Beach,CA,562-879-0807,-,-,s-Jaffray Weenon-emergency Medical Transport (Van)-Active,6/18/14,6/18/14,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1366613754.aspx,Wee R Family Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5533 Blue Sapphire Way Elk Grove, Ca 95758-5629",Grove,CA,916-670-2361,-,Wee R Family Transportation,Stephanie Ashe - (ceo),3/13/08,3/13/08,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1386782845.aspx,Doug Weldonnon-emergency Medical Transport (Van),"Profile for DOUG WELDON in FRESNO, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5915 W Clinton Ave Fresno, Ca 93722-9726",Fresno,CA,559-446-8997,-,-,s-Doug Weldonnon-emergency Medical Transport (Van)-Active,2/4/07,2/4/07,Sole,Nemt
https://npidb.org/organizations/transportation_services/taxi_344600000x/1871924589.aspx,"Well Care Transport, Inc.","A land commercial vehicle used for the transporting of persons in non-emergency situations. The vehicle meets local, county or state regulations set forth by the jurisdictions where it is located.","6525 Woodley Ave. Unit #205 Lake Balboa, Ca 91406",Balboa,CA,818-646-0701,-,"Well Care Transport, Inc.",Lydia Ruiz - (vice-president-coo),12/5/13,12/5/13,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1881212256.aspx,"Wellcare Medical Transportation,inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6428 1/2 Coldwater Canyon Ave North Hollywood, Ca 91606-1113",Hollywood,CA,818-660-1212,-,"Wellcare Medical Transportation,inc.",Vardan Ter Minasyan - (ceo),7/11/20,7/11/20,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1003342759.aspx,Wellness Transit Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1807 W Katella Ave Ste 209 Anaheim, Ca 92804-6691",Anaheim,CA,760-485-0063,-,Wellness Transit Llc,Hayder Al-shatari - (president),5/2/17,5/2/17,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1558448167.aspx,"Wellnet Medi-van Transportation

						Lbn  Cj Wellnet Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2021 E 4th St. 209 Santa Ana, Ca 92705-3913",Ana,CA,714-665-6591,-,Cj Wellnet Inc,Matthew Sprowls - (vice President),11/1/06,11/1/06,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1720529654.aspx,Derrick E West Iinon-emergency Medical Transport (Van),"Profile for DERRICK E WEST II in APPLE VALLEY, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","15480 Straight Arrow Rd Apt B Apple Valley, Ca 92307-3068",Valley,CA,760-686-9387,-,-,s-Derrick E West Iinon-emergency Medical Transport (Van)-Active,3/11/17,3/11/17,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1508397100.aspx,West Care Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","15480 Straight Arrow Rd #b Apple Valley, Ca 92308",Valley,CA,760-686-9387,-,West Care Transportation,Derrick West - (owner),3/24/17,3/24/17,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1538464755.aspx,West Club Com,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4929 Medina Dr Woodland Hills, Ca 91364-4324",Hills,CA,818-802-2368,-,West Club Com,Tatiana Ignatova - (partner),1/19/11,1/19/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1376969238.aspx,"West Coast Enterprises, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1443 E Washington Blvd Ste 235 Pasadena, Ca 91104-2650",Pasadena,CA,626-394-5219,-,"West Coast Enterprises, Llc",Jamal Dunn - (ceo),3/14/14,3/14/14,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1043627961.aspx,West Coast Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","43612 Jackson St 1 Indio, Ca 92201-2546",Indio,CA,760-501-8929,-,West Coast Medical Transportation,Eduardo Diaz - (owner),7/14/14,7/14/14,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1235440231.aspx,"West Coast Medical Transportation Services, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","647 W Avenue L14 Lancaster, Ca 93534-7144",Lancaster,CA,310-435-1862,-,"West Coast Medical Transportation Services, Inc.",Olga Binman - (owner),6/24/10,6/24/10,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1386131977.aspx,West Coast Medical Transports,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","39743 Picasso Ct Indio, Ca 92203-7861",Indio,CA,760-422-4050,-,West Coast Medical Transports,Jose Padilla - (ceo),4/18/18,4/18/18,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1265641088.aspx,"West Coast Mobility

						Lbn  Carlos A. Grande","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","69 San Juan Ave San Francisco, Ca 94112-2615",Francisco,CA,415-584-2073,-,Carlos A. Grande,Carlos Grande - (owner),5/21/07,5/21/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1942812474.aspx,West Coast Paratransit Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","295 Willis Ave Ste H4 Camarillo, Ca 93010-8533",Camarillo,CA,805-603-9296,-,West Coast Paratransit Inc,Masood Babaeian - (president),8/17/20,8/17/20,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1265627624.aspx,"West End Meditrans Inc

						Lbn  Mobility Plus Transportation Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6053 W Century Blvd 9th Floor Los Angeles, Ca 90045",Angeles,CA,310-981-9500,-,Mobility Plus Transportation Llc,Brian Sullivan - (senior Vice President),9/10/07,9/10/07,Org,Nemt
https://npidb.org/organizations/other_service/interpreter_171r00000x/1275944662.aspx,West Valley Thma,An Interpreter is a person who translates oral communication between two or more people.  This includes translating from one language to another or interpreting sign language.  An interpreter is necessary for medical care when the patient does not speak the language of the health care provider or when the patient has a disability involving spoken language.,"14841 Branham Ln San Jose, Ca 95124-5147",Jose,CA,408-816-9419,-,West Valley Thma,Jennah Le - (ceo),5/19/14,5/19/14,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1669808176.aspx,West Valley Thmaccess,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","10521 Potts Way Apt/suite San Jose, Ca 95111-3330",Jose,CA,408-784-4263,-,West Valley Thmaccess,Jennah Le - (ceo),9/17/13,9/17/13,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1235272071.aspx,"Western Medical Transportation

						Lbn  Western Medical Services Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8745 Parthenia Pl Ste#3 North Hills, Ca 91343-5166",Hills,CA,818-782-7307,-,Western Medical Services Inc.,Reginald Liddell - (vice President),2/14/07,2/14/07,Org,Nemt
