url,Company Name,Description,Address,city,State,Phone,Website,LBN Legal business name,Authorized official,Enumeration date,Last updated,OrganizationOrSole,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1275784290.aspx,Ambulette Services Of Northern California,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","39 Oxford Ct Vallejo, Ca 94591-8319",Vallejo,CA,707-534-1872,-,Ambulette Services Of Northern California,Satinder Singh - (proprietor),10/08/2008,10/08/2008,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1376072652.aspx,Ambursd Medical Transportation Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","11012 Ventura Blvd Suite # H Studio City, Ca 91604",City,CA,818-747-2500,-,Ambursd Medical Transportation Inc.,Ambursd Transportation.inc - (owner),06/08/2017,06/08/2017,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1447725841.aspx,Amd Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","18062 Irvine Blvd Ste 101 Tustin, Ca 92780-3328",Tustin,CA,714-343-0883,-,Amd Transport,Hissah Aldhaban - (cfo),10/11/2018,10/11/2018,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1154786408.aspx,Amdal Transport Services,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8315 Morro Rd Ste 101 Atascadero, Ca 93422-3949",Atascadero,CA,805-464-0108,-,Amdal Transport Services,Deanne Martin-soares - (ceo),12/30/2015,12/30/2015,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1982031712.aspx,"Ameri-care Transit Llc

						Lbn  Ameri-care Transit Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","949 W Grand Ave Oakland, Ca 94607-3419",Oakland,CA,510-788-5552,-,Ameri-care Transit Llc,Nyel Abdallah - (owner/ceo),10/11/2013,10/11/2013,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1811067697.aspx,"Ameri-stat Transportation, Llc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","311 E Avenue K-8 Suite #117 Lancaster, Ca 93535-4523",Lancaster,CA,661-729-0081,-,"Ameri-stat Transportation, Llc.",Matthew Nybakken - (president),11/08/2006,11/08/2006,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1386008027.aspx,America West Medical Transportation Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9281 Office Park Cir Ste 144 Elk Grove, Ca 95758-8096",Grove,CA,916-622-9892,-,America West Medical Transportation Inc,Aristotle Ang - (president),04/08/2016,04/08/2016,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1891123022.aspx,American Angel Transportation Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","146 S Main St L196 Orange, Ca 92868-2861",Orange,CA,888-390-8361,-,American Angel Transportation Inc.,Tammy Demetry - (vp Operations),10/25/2013,10/25/2013,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1639551989.aspx,"American Best Care Medical Transportation

						Lbn  American Capital Investments, Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","14547 Titus St Ste 216 Panorama City, Ca 91402-7301",City,CA,818-802-3149,-,"American Capital Investments, Inc",Yervand Yetaryan - (owner),06/23/2015,06/23/2015,Org
https://npidb.org/organizations/transportation_services/taxi_344600000x/1710243381.aspx,American Cab Co,"A land commercial vehicle used for the transporting of persons in non-emergency situations. The vehicle meets local, county or state regulations set forth by the jurisdictions where it is located.","8155 Balsa Ave Yucca Valley, Ca 92284-6155",Valley,CA,760-368-1000,-,American Cab Co,Harjinder Saini - (president),04/07/2012,04/07/2012,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1376168088.aspx,"American Eagle Trading, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1820 Elder Ln Modesto, Ca 95355-1607",Modesto,CA,626-676-3833,-,"American Eagle Trading, Llc",Savindra Somarathne - (ceo),06/09/2020,06/09/2020,Org
https://npidb.org/organizations/transportation_services/taxi_344600000x/1033556121.aspx,"American Ground Transportation, Inc.","A land commercial vehicle used for the transporting of persons in non-emergency situations. The vehicle meets local, county or state regulations set forth by the jurisdictions where it is located.","1767 N Batavia St Orange, Ca 92865-4103",Orange,CA,714-279-0192,-,"American Ground Transportation, Inc.",Konstantinos Roditis - (president),05/29/2013,05/29/2013,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1730505926.aspx,"American Med Ambulance

						Lbn  American Med Ambulance, Inc","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","3750 W Warner Ave Santa Ana, Ca 92704-5219",Ana,CA,714-710-8888,-,"American Med Ambulance, Inc",Susanna Khachatrian - (president),03/11/2014,03/11/2014,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1437350063.aspx,American Medical Response,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","240 E Highway 246 Suite 300 Buellton, Ca 93427-9645",Buellton,CA,805-688-6550,-,American Medical Response,Tom Wagner - (dcoo),05/30/2007,05/30/2007,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1134262645.aspx,American Medical Ride System,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","887 Paseo Serenata Camarillo, Ca 93012-8194",Camarillo,CA,805-388-3966,-,American Medical Ride System,Zaldy Hernandez - (owner),02/14/2007,02/14/2007,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1558692343.aspx,American Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1195 Trinity Ave Seaside, Ca 93955-5322",Seaside,CA,831-241-4964,-,American Medical Transportation,Eric Sonne - (ceo),01/19/2010,01/19/2010,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1861713653.aspx,"American Medical Transportation

						Lbn  American Medical Transportation","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","859 E Route 66 Ste G Glendora, Ca 91740-3609",Glendora,CA,626-335-5828,-,American Medical Transportation,Sevak Vartanian - (owner),06/16/2010,06/16/2010,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1750747515.aspx,"American Medical Transportation

						Lbn  In Service Of Smiles, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","859 E Route 66 Ste G Glendora, Ca 91740-3615",Glendora,CA,626-335-5828,-,"In Service Of Smiles, Llc",Keith Lal - (president),01/11/2016,01/11/2016,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1255758520.aspx,"American Mobility Ca

						Lbn  American Mobility, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7428 Mission St Daly City, Ca 94014-2939",City,CA,415-637-8474,-,"American Mobility, Llc",Roselyn Jequinto - (ceo),03/25/2014,03/25/2014,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1598261356.aspx,American Nemt,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","13745 Calle Amapola Desert Hot Springs, Ca 92240-6591",Springs,CA,213-281-0127,-,American Nemt,Carolyn Hwang - (ceo),04/02/2018,04/02/2018,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1639443997.aspx,American Transportation Management Group,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1608 Alamitas Ave Monrovia, Ca 91016-4405",Monrovia,CA,855-444-2864,-,American Transportation Management Group,Armen Bagdassarian - (ceo),03/05/2012,03/05/2012,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1215355193.aspx,American Transportation Managment Group,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","140 E Santa Clara St #22 Arcadia, Ca 91006-3234",Arcadia,CA,800-952-5585,-,American Transportation Managment Group,Arman Arabshyan - (president),03/28/2014,03/28/2014,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1831519842.aspx,"Americana Disability Transport Solutions

						Lbn  Americana International Group Incorporated","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2549 Orange Ave Signal Hill, Ca 90755",Hill,CA,562-595-0800,-,Americana International Group Incorporated,David Morgan - (president),04/17/2014,04/17/2014,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1366860538.aspx,"Americana International Group, Inc.

						Lbn  Americana Disability Transport","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2549 Orange Ave Signal Hill, Ca 90755-3535",Hill,CA,562-595-0800,-,Americana Disability Transport,David Morgan - (president),04/03/2014,04/03/2014,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1811212582.aspx,Americana Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","635 W Colorado St Ste 119 Glendale, Ca 91204-1182",Glendale,CA,818-551-1800,-,Americana Medical Transportation,Kojoklyan Artur - (president),04/06/2010,04/06/2010,Org
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1396743225.aspx,"Americare Ambulance

						Lbn  Americare Medservices Inc.","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1059 E Bedmar St Carson, Ca 90746-3601",Carson,CA,310-835-9390,-,Americare Medservices Inc.,Mike Summers - (president/ceo),07/13/2005,07/13/2005,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1164675849.aspx,America's Finest Medical Transportation Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2105 E Mckinley Ave Fresno, Ca 93703-3002",Fresno,CA,559-287-7757,-,America's Finest Medical Transportation Inc.,Hakob Boyajyan - (president),10/28/2008,10/28/2008,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1023528189.aspx,America's First Medical Transportation Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2105 E Mckinley Ave Fresno, Ca 93703-3002",Fresno,CA,559-408-1221,-,America's First Medical Transportation Inc.,Sona Boyajyan - (president),10/03/2017,10/03/2017,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1770833402.aspx,"Ameritrans Medical Transportation,inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","27592 Lodestone Trail Dr Laguna Niguel, Ca 92677-4044",Niguel,CA,949-273-3175,-,"Ameritrans Medical Transportation,inc.",Dianne Moore - (president),09/10/2012,09/10/2012,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1144528100.aspx,Amg Medical Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","33 S Real Rd Bakersfield, Ca 93309-2135",Bakersfield,CA,562-964-5024,-,Amg Medical Transport,Abraham Maldonado - (owner/operator),02/28/2011,02/28/2011,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1639683378.aspx,"Amg Premire, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","600 N Mountain Ave Ste C201 Upland, Ca 91786-4367",Upland,CA,909-740-3217,-,"Amg Premire, Inc.",Andrew Hanna - (president),11/16/2017,11/16/2017,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1689131294.aspx,Amh Medical Transportation Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8350 Archibald Ave Ste 210 Rancho Cucamonga, Ca 91730-3671",Cucamonga,CA,213-709-0990,-,Amh Medical Transportation Llc,Tigran Mazmanyan - (ceo),03/01/2019,03/01/2019,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1144704008.aspx,Amigo Transportation Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","895 Palomar St Ste B3 Chula Vista, Ca 91911-2627",Vista,CA,619-565-2469,-,Amigo Transportation Inc.,Gliselda Amarillas - (office Manager),09/17/2018,09/17/2018,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1801391412.aspx,Isaiah Amoresnon-emergency Medical Transport (Van),"Profile for ISAIAH AMORES in SAN BERNARDINO, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6942 Jasmine Ct San Bernardino, Ca 92407-1929",Bernardino,CA,951-532-3859,-,-,so-Isaiah Amoresnon-emergency Medical Transport (Van)-Active,03/26/2018,03/26/2018,Sole
https://npidb.org/organizations/transportation_services/bus_347b00000x/1467778431.aspx,Amour Transportation Love Inc.,A public or private organization or business licensed to provide bus services.,"4801 Laguna Blvd Ste 105-120 Elk Grove, Ca 95758-7037",Grove,CA,916-868-2728,-,Amour Transportation Love Inc.,Lucretia Haymer - (president),04/15/2010,04/15/2010,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1801064985.aspx,Amour Transportation Service,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6517 Canyon Creek Way Elk Grove, Ca 95758-5422",Grove,CA,916-868-2728,-,Amour Transportation Service,Lucretia Haymer - (president/director),02/12/2008,02/12/2008,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1700212891.aspx,"Am/pm Medical Transportation

						Lbn  Am/pm Medical Transportation Company, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6366 N Figarden Dr Suite 113 Fresno, Ca 93722-7982",Fresno,CA,559-500-8880,-,"Am/pm Medical Transportation Company, Inc.",Vardui Oganesyan - (ceo),09/20/2013,09/20/2013,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1417598699.aspx,Am/pm Shuttle Service,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5000 E Calle San Raphael Ste C2 Palm Springs, Ca 92264-3407",Springs,CA,760-409-8826,-,Am/pm Shuttle Service,Mike Daffon - (ceo),09/30/2019,09/30/2019,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1609424753.aspx,Am:pm Transportation Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2684 Ivy Hill Dr Redding, Ca 96002-1767",Redding,CA,530-351-2305,-,Am:pm Transportation Llc,Silvia Suarez - (owner),09/02/2019,09/02/2019,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1255890729.aspx,Amr Transportation Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3364 Mt Vernon Ave Riverside, Ca 92507-4016",Riverside,CA,951-275-1165,-,Amr Transportation Inc,Mohammad Marwa - (ceo),03/14/2019,03/14/2019,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1659815066.aspx,Amwest Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1122 Corporate Way Suite 300 Sacramento, Ca 95831",Sacramento,CA,916-284-5766,-,Amwest Transport,The Nguyen - (owner),12/05/2016,12/05/2016,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1174049761.aspx,Chin S Annon-emergency Medical Transport (Van),"Profile for CHIN S AN in BAKERSFIELD, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4949 Buckley Way Ste 110 Bakersfield, Ca 93309-4881",Bakersfield,CA,714-450-0011,-,-,so-Chin S Annon-emergency Medical Transport (Van)-Active,08/16/2017,08/16/2017,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1295175636.aspx,Ana Way Transportation Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","417 Arden Ave Suite112d Glendale, Ca 91203-4045",Glendale,CA,818-662-0999,-,Ana Way Transportation Inc.,Hovhannes Shahbazyan - (owner),06/30/2013,06/30/2013,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1205357241.aspx,Chester Anaennon-emergency Medical Transport (Van),"Profile for CHESTER ANAEN in DALY CITY, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","106 3rd Ave Daly City, Ca 94014",City,CA,(650) 267-1387,-,-,so-Chester Anaennon-emergency Medical Transport (Van)-Active,06/29/2017,06/29/2017,Sole
https://npidb.org/organizations/transportation_services/private-vehicle_347c00000x/1528698420.aspx,Andromach Corporation,An individual paid to provide non-emergency transportation using their privately owned/leased vehicle.,"7625 Reseda Blvd Unit 105 Reseda, Ca 91335-7401",Reseda,CA,818-941-5359,-,Andromach Corporation,Sajid Raza - (ceo),01/20/2020,01/20/2020,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1699227835.aspx,"Angel Care Transport Llc

						Lbn  Angel Care Transport Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","804 E High Ave Redlands, Ca 92374-3645",Redlands,CA,909-757-9551,-,Angel Care Transport Llc,Jenwel Sigue - (manager),11/03/2016,11/03/2016,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1891044392.aspx,"Angel Errands, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","146 S Main St L-196 Orange, Ca 92868-2861",Orange,CA,888-390-8361,-,"Angel Errands, Inc.",Milad Demetry - (president),08/30/2012,08/30/2012,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1720463508.aspx,"Angel Medical Transportation

						Lbn  Parakleton Business Consulting Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","24551 Raymond Way Suite 154 Lake Forest, Ca 92630-4400",Forest,CA,949-393-5617,-,Parakleton Business Consulting Llc,Nader George - (member),07/22/2015,07/22/2015,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1619278181.aspx,Angel Medical Transportion,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1323 W West Covina Pkwy West Covina, Ca 91790-2802",Covina,CA,626-960-5379,-,Angel Medical Transportion,Aliya Lateef - (trasurer),11/15/2010,11/15/2010,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1831722792.aspx,"Angel Rose Nemt, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1271 Pinehurst Dr Calimesa, Ca 92320-1096",Calimesa,CA,951-855-3150,-,"Angel Rose Nemt, Llc",Angelo Galasinao - (manager),02/19/2020,02/19/2020,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1396376935.aspx,Angel Trans Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2740 Fulton Ave Ste 214 Sacramento, Ca 95821-5186",Sacramento,CA,916-613-5469,-,Angel Trans Llc,Angela Silayo - (owner),02/03/2020,02/03/2020,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1720513351.aspx,"Angel Wings Express

						Lbn  Mary Lou Ham","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3602 Kurtz St San Diego, Ca 92110-4432",Diego,CA,619-448-4444,-,Mary Lou Ham,Mary Ham - (sole Owner),04/20/2017,04/20/2017,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1558825927.aspx,Angeles Nemt,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2529 Sandstone Ct Palmdale, Ca 93551-1515",Palmdale,CA,661-436-8200,-,Angeles Nemt,Mayra Mendoza Salgado - (general Partner),01/30/2019,01/30/2019,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1891337150.aspx,Angels At-home Care Services,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","771 Calais Dr Hollister, Ca 95023-6805",Hollister,CA,408-821-4501,-,Angels At-home Care Services,Feliciano Verzosa - (owner),10/08/2019,10/08/2019,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1003022443.aspx,"Angels Care Medical Transportation

						Lbn  Odon M Lorenzo","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","23517 Frigate Ave Carson, Ca 90745-5726",Carson,CA,310-847-7888,-,Odon M Lorenzo,Odon Lorenzo - (owner Proprietor),05/15/2007,05/15/2007,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1598384422.aspx,Angels Of Hope Med Trans,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","12087 Lopez Canyon Rd Sylmar, Ca 91342-6063",Sylmar,CA,818-639-7070,-,Angels Of Hope Med Trans,Elaine Leal - (office Manager),04/10/2020,04/10/2020,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1376102392.aspx,Angels On Wheels Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1003 Lake Park Ave Apt 132 Galt, Ca 95632-3757",Galt,CA,209-251-2979,-,Angels On Wheels Llc,Erika Cornejo - (member/owner),06/12/2019,06/12/2019,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1285156109.aspx,"Angels Trans, Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1201 S. Victory Blvd Unit 200 Burbank, Ca 91502-2552",Burbank,CA,310-497-0701,-,"Angels Trans, Inc",Nazaret Simityan - (ceo),07/12/2017,07/12/2017,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1750850582.aspx,Brittany K Angleynon-emergency Medical Transport (Van),"Profile for BRITTANY K ANGLEY in LOS ANGELES, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8425 Blackburn Ave Apt 4 Los Angeles, Ca 90048-6503",Angeles,CA,917-974-7322,-,-,so-Brittany K Angleynon-emergency Medical Transport (Van)-Active,11/22/2018,11/22/2018,Sole
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1295113686.aspx,Lydia C Angulonon-emergency Medical Transport (Van),"Profile for LYDIA C ANGULO in HEBER, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","41 W Maple Ave Heber, Ca 92249",Heber,CA,760-222-5155,-,-,so-Lydia C Angulonon-emergency Medical Transport (Van)-Active,05/18/2015,05/18/2015,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1518358985.aspx,"Anna Saldana

						Lbn  Blessed Home Care","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","561 Old Trail Dr Chula Vista, Ca 91914-4149",Vista,CA,619-942-7298,-,Blessed Home Care,Anna Saldana - (owner),02/06/2015,02/06/2015,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1598061970.aspx,"Anna Saldana

						Lbn  Blessed Home Care","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","972 Merced River Rd Chula Vista, Ca 91913-2884",Vista,CA,619-565-2477,-,Blessed Home Care,Anna Saldana - (owner/administrator),02/02/2011,02/02/2011,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1831386234.aspx,Another Hurrican Project Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","18665 Siskiyou Rd Apple Valley, Ca 92307-1419",Valley,CA,760-242-2284,-,Another Hurrican Project Inc.,Vickie Johnson - (director),09/28/2007,09/28/2007,Org
